,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,785183.2,698315.7,194765.5,126527.5
1,2018-12-02,92708.75,71809.5,28.4,726358.3999999999,633649.6499999999,194767.5,122958.0
2,2018-12-03,96971.75,63622.25,28.0,716128.0,619156.25,194767.5,131145.25
3,2018-12-04,98099.5,60531.0,17.5,447579.99999999994,349480.49999999994,194767.5,134236.5
4,2018-12-05,90492.25,58917.25,19.2,491059.19999999995,400566.94999999995,194767.5,135850.25
5,2018-12-06,86169.25,58052.25,23.1,590805.6,504636.35,194767.5,136715.25
6,2018-12-07,86568.0,56718.5,13.4,342718.4,256150.40000000002,194767.5,138049.0
7,2018-12-08,80473.0,56425.75,12.5,319700.0,239227.0,194767.5,138341.75
8,2018-12-09,77873.0,56749.75,22.0,562672.0,484799.0,194767.5,138017.75
9,2018-12-10,90045.5,59963.75,28.9,739146.3999999999,649100.8999999999,194767.5,134803.75
10,2018-12-11,91503.25,61133.0,26.9,687994.3999999999,596491.1499999999,194767.5,133634.5
11,2018-12-12,91400.0,61864.0,30.3,774952.8,683552.8,194767.5,132903.5
12,2018-12-13,92642.0,62083.0,25.6,654745.6000000001,562103.6000000001,194767.5,132684.5
13,2018-12-14,97003.5,62790.25,21.7,554999.2,457995.69999999995,194767.5,131977.25
14,2018-12-15,89952.25,61096.75,23.9,611266.3999999999,521314.1499999999,194767.5,133670.75
15,2018-12-16,87906.5,58551.25,0.5,12788.0,-75118.5,58552.25,1.0
16,2018-12-17,94128.0,62123.25,18.8,480828.80000000005,386700.80000000005,194767.5,132644.25
17,2018-12-18,95329.5,64158.5,22.1,565229.6,469900.1,194767.5,130609.0
18,2018-12-19,98136.25,64608.75,27.0,690552.0,592415.75,194767.5,130158.75
19,2018-12-20,100899.0,67143.5,31.2,797971.2,697072.2,194767.5,127624.0
20,2018-12-21,106394.25,65788.0,29.8,762164.8,655770.55,194767.5,128979.5
21,2018-12-22,94985.0,59747.25,20.9,534538.4,439553.4,194767.5,135020.25
22,2018-12-23,77794.25,57811.25,28.1,718685.6000000001,640891.3500000001,194767.5,136956.25
23,2018-12-24,80218.0,53704.25,25.7,657303.2,577085.2,194767.5,141063.25
24,2018-12-25,69640.25,51908.0,26.4,675206.3999999999,605566.1499999999,194767.5,142859.5
25,2018-12-26,71656.25,55788.75,29.5,754492.0,682835.75,194767.5,138978.75
26,2018-12-27,81049.75,58629.5,29.7,759607.2,678557.45,194767.5,136138.0
27,2018-12-28,83314.25,58633.0,28.6,731473.6000000001,648159.3500000001,194767.5,136134.5
28,2018-12-29,80233.5,59632.75,29.8,762164.8,681931.3,194767.5,135134.75
29,2018-12-30,82141.0,59751.0,27.9,713570.3999999999,631429.3999999999,194767.5,135016.5
30,2018-12-31,86378.75,59647.5,28.4,726358.3999999999,639979.6499999999,194767.5,135120.0
31,2019-01-01,81552.25,59093.75,30.3,774952.8,693400.55,194767.5,135673.75
32,2019-01-02,89217.25,61073.25,28.3,723800.8,634583.55,194767.5,133694.25
33,2019-01-03,90541.75,62844.5,18.8,480828.80000000005,390287.05000000005,194767.5,131923.0
34,2019-01-04,90777.5,62004.25,28.9,739146.3999999999,648368.8999999999,194767.5,132763.25
35,2019-01-05,86080.0,61238.0,26.4,675206.3999999999,589126.3999999999,194767.5,133529.5
36,2019-01-06,85484.0,61776.25,24.7,631727.2,546243.2,194767.5,132991.25
37,2019-01-07,95019.75,61487.0,13.6,347833.6,252813.84999999998,194767.5,133280.5
38,2019-01-08,89575.0,64452.0,16.7,427119.19999999995,337544.19999999995,194767.5,130315.5
39,2019-01-09,92187.25,65506.0,14.8,378524.80000000005,286337.55000000005,194767.5,129261.5
40,2019-01-10,91252.0,65098.0,19.4,496174.4,404922.4,194767.5,129669.5
41,2019-01-11,89531.0,63118.5,27.9,713570.3999999999,624039.3999999999,194767.5,131649.0
42,2019-01-12,79989.25,62237.25,29.8,762164.8,682175.55,194767.5,132530.25
43,2019-01-13,80440.25,63208.0,27.7,708455.2,628014.95,194767.5,131559.5
44,2019-01-14,91596.75,65605.25,28.6,731473.6000000001,639876.8500000001,194767.5,129162.25
45,2019-01-15,93123.75,66572.25,27.9,713570.3999999999,620446.6499999999,194767.5,128195.25
46,2019-01-16,94882.25,67570.25,30.9,790298.3999999999,695416.1499999999,194767.5,127197.25
47,2019-01-17,94225.25,67121.25,28.5,728916.0,634690.75,194767.5,127646.25
48,2019-01-18,94015.0,66800.0,27.5,703340.0,609325.0,194767.5,127967.5
49,2019-01-19,87321.0,66212.75,26.2,670091.2,582770.2,194767.5,128554.75
50,2019-01-20,85907.75,67018.5,27.5,703340.0,617432.25,194767.5,127749.0
51,2019-01-21,98492.25,68412.25,26.1,667533.6000000001,569041.3500000001,194767.5,126355.25
52,2019-01-22,98294.5,69475.25,26.4,675206.3999999999,576911.8999999999,194767.5,125292.25
53,2019-01-23,100130.75,69552.75,28.2,721243.2,621112.45,194767.5,125214.75
54,2019-01-24,100592.0,71250.0,29.4,751934.3999999999,651342.3999999999,194767.5,123517.5
55,2019-01-25,101573.25,69662.5,25.2,644515.2,542941.95,194767.5,125105.0
56,2019-01-26,88296.75,65487.25,26.6,680321.6000000001,592024.8500000001,194767.5,129280.25
57,2019-01-27,84695.75,65877.5,29.7,759607.2,674911.45,194767.5,128890.0
58,2019-01-28,88108.0,67236.75,28.9,739146.3999999999,651038.3999999999,194767.5,127530.75
59,2019-01-29,97558.75,68190.75,26.6,680321.6000000001,582762.8500000001,194767.5,126576.75
60,2019-01-30,98011.0,68129.5,25.2,644515.2,546504.2,194767.5,126638.0
61,2019-01-31,98018.5,68770.75,26.3,672648.7999999999,574630.2999999999,194767.5,125996.75
62,2019-02-01,95425.0,65947.5,25.0,639400.0,543975.0,194767.5,128820.0
63,2019-02-02,84781.25,63197.75,24.1,616381.6000000001,531600.3500000001,194767.5,131569.75
64,2019-02-03,81762.25,62104.25,19.7,503847.19999999995,422084.94999999995,194767.5,132663.25
65,2019-02-04,90649.5,63814.0,22.6,578017.6,487368.1,194767.5,130953.5
66,2019-02-05,90619.0,64366.25,19.3,493616.80000000005,402997.80000000005,194767.5,130401.25
67,2019-02-06,91490.5,64318.0,19.6,501289.6,409799.1,194767.5,130449.5
68,2019-02-07,90950.25,64637.0,17.5,447579.99999999994,356629.74999999994,194767.5,130130.5
69,2019-02-08,92756.75,65912.5,18.5,473155.99999999994,380399.24999999994,194767.5,128855.0
70,2019-02-09,87962.0,66774.5,27.9,713570.3999999999,625608.3999999999,194767.5,127993.0
71,2019-02-10,88408.5,66544.75,27.5,703340.0,614931.5,194767.5,128222.75
72,2019-02-11,98456.0,69131.75,23.9,611266.3999999999,512810.3999999999,194767.5,125635.75
73,2019-02-12,103440.25,73355.5,27.9,713570.3999999999,610130.1499999999,194767.5,121412.0
74,2019-02-13,108096.25,75426.25,26.5,677764.0,569667.75,194767.5,119341.25
75,2019-02-14,97312.5,67722.25,20.5,524308.0,426995.5,194767.5,127045.25
76,2019-02-15,89741.75,68051.75,24.3,621496.7999999999,531755.0499999999,194767.5,126715.75
77,2019-02-16,79084.75,65599.25,23.1,590805.6,511720.85,194767.5,129168.25
78,2019-02-17,76668.75,66306.25,25.8,659860.7999999999,583192.0499999999,194767.5,128461.25
79,2019-02-18,84822.25,69548.5,22.2,567787.2,482964.94999999995,194767.5,125219.0
80,2019-02-19,87595.25,77271.25,27.7,708455.2,620859.95,194767.5,117496.25
81,2019-02-20,92008.5,79262.25,27.5,703340.0,611331.5,194767.5,115505.25
82,2019-02-21,93304.25,77876.25,21.3,544768.8,451464.55000000005,194767.5,116891.25
83,2019-02-22,86014.0,71269.5,22.0,562672.0,476658.0,194767.5,123498.0
84,2019-02-23,74658.75,69318.0,23.9,611266.3999999999,536607.6499999999,194767.5,125449.5
85,2019-02-24,71836.25,67989.75,20.8,531980.8,460144.55000000005,194767.5,126777.75
86,2019-02-25,80032.25,69474.25,16.6,424561.60000000003,344529.35000000003,194767.5,125293.25
87,2019-02-26,79235.0,69439.75,13.9,355506.4,276271.4,194767.5,125327.75
88,2019-02-27,79094.0,68816.5,16.7,427119.19999999995,348025.19999999995,194767.5,125951.0
89,2019-02-28,78871.5,69242.75,12.1,309469.6,230598.09999999998,194767.5,125524.75
90,2019-03-01,79573.75,67743.75,16.6,424561.60000000003,344987.85000000003,194767.5,127023.75
91,2019-03-02,71928.0,65659.75,15.3,391312.80000000005,319384.80000000005,194767.5,129107.75
92,2019-03-03,70415.75,66756.25,19.6,501289.6,430873.85,194767.5,128011.25
93,2019-03-04,80802.25,69749.75,20.9,534538.4,453736.15,194767.5,125017.75
94,2019-03-05,82531.25,71724.5,20.6,526865.6,444334.35,194767.5,123043.0
95,2019-03-06,87443.5,74669.5,22.9,585690.4,498246.9,194767.5,120098.0
96,2019-03-07,88130.75,74110.25,19.4,496174.4,408043.65,194767.5,120657.25
97,2019-03-08,85721.0,71217.75,19.8,506404.80000000005,420683.80000000005,194767.5,123549.75
98,2019-03-09,78098.0,70585.75,23.6,603593.6000000001,525495.6000000001,194767.5,124181.75
99,2019-03-10,77796.5,73067.5,24.1,616381.6000000001,538585.1000000001,194767.5,121700.0
100,2019-03-11,94736.5,75737.5,20.3,519192.80000000005,424456.30000000005,194767.5,119030.0
101,2019-03-12,94522.25,78096.5,19.7,503847.19999999995,409324.94999999995,194767.5,116671.0
102,2019-03-13,92749.5,76295.5,24.5,626612.0,533862.5,194767.5,118472.0
103,2019-03-14,91452.75,74712.0,17.9,457810.4,366357.65,194767.5,120055.5
104,2019-03-15,90307.75,67915.25,18.2,465483.19999999995,375175.44999999995,194767.5,126852.25
105,2019-03-16,74924.25,66125.0,9.2,235299.2,160374.95,194767.5,128642.5
106,2019-03-17,74479.25,66295.25,11.6,296681.6,222202.34999999998,194767.5,128472.25
107,2019-03-18,83748.25,68757.0,16.6,424561.60000000003,340813.35000000003,194767.5,126010.5
108,2019-03-19,79200.0,71987.0,23.6,603593.6000000001,524393.6000000001,194767.5,122780.5
109,2019-03-20,82990.0,77682.75,21.0,537096.0,454106.0,194767.5,117084.75
110,2019-03-21,83446.0,77889.25,18.7,478271.19999999995,394825.19999999995,194767.5,116878.25
111,2019-03-22,84267.75,77074.75,17.0,434791.99999999994,350524.24999999994,194767.5,117692.75
112,2019-03-23,78263.25,77468.75,22.1,565229.6,486966.35,194767.5,117298.75
113,2019-03-24,80039.0,79136.5,22.8,583132.7999999999,503093.79999999993,194767.5,115631.0
114,2019-03-25,87715.0,80822.0,20.6,526865.6,439150.6,194767.5,113945.5
115,2019-03-26,87267.0,79859.25,15.4,393870.4,306603.4,194767.5,114908.25
116,2019-03-27,83138.5,71907.5,5.3,135552.8,52414.29999999999,167322.55,95415.04999999999
117,2019-03-28,77281.25,72598.75,9.6,245529.59999999998,168248.34999999998,194767.5,122168.75
118,2019-03-29,78029.0,73577.0,17.4,445022.39999999997,366993.39999999997,194767.5,121190.5
119,2019-03-30,75399.25,69098.75,7.4,189262.40000000002,113863.15000000002,194767.5,125668.75
120,2019-03-31,60779.25,67116.0,21.6,552441.6,491662.35,194767.5,127651.5
121,2019-04-01,70702.5,69696.25,19.4,496174.4,425471.9,194767.5,125071.25
122,2019-04-02,72588.0,69553.75,16.3,416888.80000000005,344300.80000000005,194767.5,125213.75
123,2019-04-03,73805.25,70692.25,16.5,422004.0,348198.75,194767.5,124075.25
124,2019-04-04,72331.75,70694.0,20.4,521750.4,449418.65,194767.5,124073.5
125,2019-04-05,70923.0,69225.0,20.1,514077.6,443154.6,194767.5,125542.5
126,2019-04-06,64655.5,67514.0,18.7,478271.19999999995,413615.69999999995,194767.5,127253.5
127,2019-04-07,60631.0,67789.25,19.6,501289.6,440658.6,194767.5,126978.25
128,2019-04-08,69583.5,74049.0,20.4,521750.4,452166.9,194767.5,120718.5
129,2019-04-09,70893.5,74693.75,19.4,496174.4,425280.9,194767.5,120073.75
130,2019-04-10,70292.75,73207.25,15.8,404100.80000000005,333808.05000000005,194767.5,121560.25
131,2019-04-11,69012.5,72737.5,15.7,401543.19999999995,332530.69999999995,194767.5,122030.0
132,2019-04-12,69132.75,72377.5,15.4,393870.4,324737.65,194767.5,122390.0
133,2019-04-13,61448.25,69970.0,17.8,455252.80000000005,393804.55000000005,194767.5,124797.5
134,2019-04-14,60212.25,70462.5,17.2,439907.19999999995,379694.94999999995,194767.5,124305.0
135,2019-04-15,68966.25,72108.5,11.4,291566.39999999997,222600.14999999997,194767.5,122659.0
136,2019-04-16,64403.0,72591.5,14.6,373409.6,309006.6,194767.5,122176.0
137,2019-04-17,64894.5,76023.5,15.9,406658.4,341763.9,194767.5,118744.0
