,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,2475034.0,2388166.5,167209.5205116272,98971.5205116272
1,2018-12-02,92708.75,71809.5,28.4,2289608.0,2196899.25,167247.34039115906,95437.84039115906
2,2018-12-03,96971.75,63622.25,28.0,2257360.0,2160388.25,167247.34039115906,103625.09039115906
3,2018-12-04,98099.5,60531.0,17.5,1410850.0,1312750.5,167247.34039115906,106716.34039115906
4,2018-12-05,90492.25,58917.25,19.2,1547904.0,1457411.75,167247.34039115906,108330.09039115906
5,2018-12-06,86169.25,58052.25,23.1,1862321.9999999998,1776152.7499999998,167247.34039115906,109195.09039115906
6,2018-12-07,86568.0,56718.5,13.4,1080308.0,993740.0,167247.34039115906,110528.84039115906
7,2018-12-08,80473.0,56425.75,12.5,1007749.9999999999,927276.9999999999,167247.34039115906,110821.59039115906
8,2018-12-09,77873.0,56749.75,22.0,1773639.9999999998,1695766.9999999998,167247.34039115906,110497.59039115906
9,2018-12-10,90045.5,59963.75,28.9,2329918.0,2239872.5,167247.34039115906,107283.59039115906
10,2018-12-11,91503.25,61133.0,26.9,2168678.0,2077174.75,167247.34039115906,106114.34039115906
11,2018-12-12,91400.0,61864.0,30.3,2442786.0,2351386.0,167247.34039115906,105383.34039115906
12,2018-12-13,92642.0,62083.0,25.6,2063871.9999999998,1971229.9999999998,167247.34039115906,105164.34039115906
13,2018-12-14,97003.5,62790.25,21.7,1749453.9999999998,1652450.4999999998,167247.34039115906,104457.09039115906
14,2018-12-15,89952.25,61096.75,23.9,1926817.9999999998,1836865.7499999998,167247.34039115906,106150.59039115906
15,2018-12-16,87906.5,58551.25,0.5,40310.0,-47596.5,58554.09039115906,2.840391159057617
16,2018-12-17,94128.0,62123.25,18.8,1515656.0,1421528.0,167247.34039115906,105124.09039115906
17,2018-12-18,95329.5,64158.5,22.1,1781702.0000000002,1686372.5000000002,167247.34039115906,103088.84039115906
