,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,2218996.0,2132128.5,168041.55786132812,99803.55786132812
1,2018-12-02,92708.75,71809.5,28.4,2052751.9999999998,1960043.2499999998,171672.26629638672,99862.76629638672
2,2018-12-03,96971.75,63622.25,28.0,2023839.9999999998,1926868.2499999998,171672.26629638672,108050.01629638672
3,2018-12-04,98099.5,60531.0,17.5,1264900.0,1166800.5,171672.26629638672,111141.26629638672
4,2018-12-05,90492.25,58917.25,19.2,1387776.0,1297283.75,171672.26629638672,112755.01629638672
5,2018-12-06,86169.25,58052.25,23.1,1669668.0000000002,1583498.7500000002,171672.26629638672,113620.01629638672
6,2018-12-07,86568.0,56718.5,13.4,968551.9999999999,881983.9999999999,171672.26629638672,114953.76629638672
7,2018-12-08,80473.0,56425.75,12.5,903499.9999999999,823026.9999999999,171672.26629638672,115246.51629638672
8,2018-12-09,77873.0,56749.75,22.0,1590160.0,1512287.0,171672.26629638672,114922.51629638672
9,2018-12-10,90045.5,59963.75,28.9,2088891.9999999998,1998846.4999999998,171672.26629638672,111708.51629638672
10,2018-12-11,91503.25,61133.0,26.9,1944331.9999999998,1852828.7499999998,171672.26629638672,110539.26629638672
11,2018-12-12,91400.0,61864.0,30.3,2190084.0,2098684.0,171672.26629638672,109808.26629638672
12,2018-12-13,92642.0,62083.0,25.6,1850367.9999999998,1757725.9999999998,171672.26629638672,109589.26629638672
13,2018-12-14,97003.5,62790.25,21.7,1568476.0,1471472.5,171672.26629638672,108882.01629638672
14,2018-12-15,89952.25,61096.75,23.9,1727491.9999999998,1637539.7499999998,171672.26629638672,110575.51629638672
15,2018-12-16,87906.5,58551.25,0.5,36140.0,-51766.5,58809.01629638672,257.76629638671875
16,2018-12-17,94128.0,62123.25,18.8,1358864.0,1264736.0,171672.26629638672,109549.01629638672
17,2018-12-18,95329.5,64158.5,22.1,1597388.0000000002,1502058.5000000002,171672.26629638672,107513.76629638672
18,2018-12-19,98136.25,64608.75,27.0,1951559.9999999998,1853423.7499999998,171672.26629638672,107063.51629638672
19,2018-12-20,100899.0,67143.5,31.2,2255136.0,2154237.0,171672.26629638672,104528.76629638672
20,2018-12-21,106394.25,65788.0,29.8,2153944.0,2047549.75,171672.26629638672,105884.26629638672
21,2018-12-22,94985.0,59747.25,20.9,1510652.0,1415667.0,171672.26629638672,111925.01629638672
22,2018-12-23,77794.25,57811.25,28.1,2031067.9999999998,1953273.7499999998,171672.26629638672,113861.01629638672
23,2018-12-24,80218.0,53704.25,25.7,1857595.9999999998,1777377.9999999998,171672.26629638672,117968.01629638672
24,2018-12-25,69640.25,51908.0,26.4,1908191.9999999998,1838551.7499999998,171672.26629638672,119764.26629638672
25,2018-12-26,71656.25,55788.75,29.5,2132260.0,2060603.75,171672.26629638672,115883.51629638672
26,2018-12-27,81049.75,58629.5,29.7,2146716.0,2065666.25,171672.26629638672,113042.76629638672
27,2018-12-28,83314.25,58633.0,28.6,2067207.9999999998,1983893.7499999998,171672.26629638672,113039.26629638672
28,2018-12-29,80233.5,59632.75,29.8,2153944.0,2073710.5,171672.26629638672,112039.51629638672
29,2018-12-30,82141.0,59751.0,27.9,2016611.9999999998,1934470.9999999998,171672.26629638672,111921.26629638672
30,2018-12-31,86378.75,59647.5,28.4,2052751.9999999998,1966373.2499999998,171672.26629638672,112024.76629638672
31,2019-01-01,81552.25,59093.75,30.3,2190084.0,2108531.75,171672.26629638672,112578.51629638672
32,2019-01-02,89217.25,61073.25,28.3,2045523.9999999998,1956306.7499999998,171672.26629638672,110599.01629638672
33,2019-01-03,90541.75,62844.5,18.8,1358864.0,1268322.25,171672.26629638672,108827.76629638672
34,2019-01-04,90777.5,62004.25,28.9,2088891.9999999998,1998114.4999999998,171672.26629638672,109668.01629638672
35,2019-01-05,86080.0,61238.0,26.4,1908191.9999999998,1822111.9999999998,171672.26629638672,110434.26629638672
36,2019-01-06,85484.0,61776.25,24.7,1785315.9999999998,1699831.9999999998,171672.26629638672,109896.01629638672
37,2019-01-07,95019.75,61487.0,13.6,983007.9999999999,887988.2499999999,171672.26629638672,110185.26629638672
38,2019-01-08,89575.0,64452.0,16.7,1207076.0,1117501.0,171672.26629638672,107220.26629638672
39,2019-01-09,92187.25,65506.0,14.8,1069744.0,977556.75,171672.26629638672,106166.26629638672
40,2019-01-10,91252.0,65098.0,19.4,1402232.0,1310980.0,171672.26629638672,106574.26629638672
41,2019-01-11,89531.0,63118.5,27.9,2016611.9999999998,1927080.9999999998,171672.26629638672,108553.76629638672
42,2019-01-12,79989.25,62237.25,29.8,2153944.0,2073954.75,171672.26629638672,109435.01629638672
43,2019-01-13,80440.25,63208.0,27.7,2002155.9999999998,1921715.7499999998,171672.26629638672,108464.26629638672
44,2019-01-14,91596.75,65605.25,28.6,2067207.9999999998,1975611.2499999998,171672.26629638672,106067.01629638672
45,2019-01-15,93123.75,66572.25,27.9,2016611.9999999998,1923488.2499999998,171672.26629638672,105100.01629638672
46,2019-01-16,94882.25,67570.25,30.9,2233452.0,2138569.75,171672.26629638672,104102.01629638672
47,2019-01-17,94225.25,67121.25,28.5,2059979.9999999998,1965754.7499999998,171672.26629638672,104551.01629638672
48,2019-01-18,94015.0,66800.0,27.5,1987699.9999999998,1893684.9999999998,171672.26629638672,104872.26629638672
49,2019-01-19,87321.0,66212.75,26.2,1893735.9999999998,1806414.9999999998,171672.26629638672,105459.51629638672
50,2019-01-20,85907.75,67018.5,27.5,1987699.9999999998,1901792.2499999998,171672.26629638672,104653.76629638672
51,2019-01-21,98492.25,68412.25,26.1,1886507.9999999998,1788015.7499999998,171672.26629638672,103260.01629638672
52,2019-01-22,98294.5,69475.25,26.4,1908191.9999999998,1809897.4999999998,171672.26629638672,102197.01629638672
53,2019-01-23,100130.75,69552.75,28.2,2038295.9999999998,1938165.2499999998,171672.26629638672,102119.51629638672
54,2019-01-24,100592.0,71250.0,29.4,2125032.0,2024440.0,171672.26629638672,100422.26629638672
55,2019-01-25,101573.25,69662.5,25.2,1821455.9999999998,1719882.7499999998,171672.26629638672,102009.76629638672
56,2019-01-26,88296.75,65487.25,26.6,1922647.9999999998,1834351.2499999998,171672.26629638672,106185.01629638672
57,2019-01-27,84695.75,65877.5,29.7,2146716.0,2062020.25,171672.26629638672,105794.76629638672
58,2019-01-28,88108.0,67236.75,28.9,2088891.9999999998,2000783.9999999998,171672.26629638672,104435.51629638672
59,2019-01-29,97558.75,68190.75,26.6,1922647.9999999998,1825089.2499999998,171672.26629638672,103481.51629638672
60,2019-01-30,98011.0,68129.5,25.2,1821455.9999999998,1723444.9999999998,171672.26629638672,103542.76629638672
61,2019-01-31,98018.5,68770.75,26.3,1900963.9999999998,1802945.4999999998,171672.26629638672,102901.51629638672
62,2019-02-01,95425.0,65947.5,25.0,1806999.9999999998,1711574.9999999998,171672.26629638672,105724.76629638672
63,2019-02-02,84781.25,63197.75,24.1,1741948.0000000002,1657166.7500000002,171672.26629638672,108474.51629638672
64,2019-02-03,81762.25,62104.25,19.7,1423916.0,1342153.75,171672.26629638672,109568.01629638672
65,2019-02-04,90649.5,63814.0,22.6,1633528.0000000002,1542878.5000000002,171672.26629638672,107858.26629638672
66,2019-02-05,90619.0,64366.25,19.3,1395004.0,1304385.0,171672.26629638672,107306.01629638672
67,2019-02-06,91490.5,64318.0,19.6,1416688.0000000002,1325197.5000000002,171672.26629638672,107354.26629638672
68,2019-02-07,90950.25,64637.0,17.5,1264900.0,1173949.75,171672.26629638672,107035.26629638672
69,2019-02-08,92756.75,65912.5,18.5,1337180.0,1244423.25,171672.26629638672,105759.76629638672
70,2019-02-09,87962.0,66774.5,27.9,2016611.9999999998,1928649.9999999998,171672.26629638672,104897.76629638672
71,2019-02-10,88408.5,66544.75,27.5,1987699.9999999998,1899291.4999999998,171672.26629638672,105127.51629638672
72,2019-02-11,98456.0,69131.75,23.9,1727491.9999999998,1629035.9999999998,171672.26629638672,102540.51629638672
73,2019-02-12,103440.25,73355.5,27.9,2016611.9999999998,1913171.7499999998,171672.26629638672,98316.76629638672
74,2019-02-13,108096.25,75426.25,26.5,1915419.9999999998,1807323.7499999998,171672.26629638672,96246.01629638672
75,2019-02-14,97312.5,67722.25,20.5,1481740.0,1384427.5,171672.26629638672,103950.01629638672
76,2019-02-15,89741.75,68051.75,24.3,1756403.9999999998,1666662.2499999998,171672.26629638672,103620.51629638672
77,2019-02-16,79084.75,65599.25,23.1,1669668.0000000002,1590583.2500000002,171672.26629638672,106073.01629638672
78,2019-02-17,76668.75,66306.25,25.8,1864823.9999999998,1788155.2499999998,171672.26629638672,105366.01629638672
79,2019-02-18,84822.25,69548.5,22.2,1604616.0,1519793.75,171672.26629638672,102123.76629638672
