C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2019/08/21,02:00:01,0000000311808242,,0000000311808241
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",1,8361
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",2,8202
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",3,7973
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",4,7716
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",5,7441
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",6,7199
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",7,7013
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",8,6934
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",9,6962
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",10,7125
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",11,7522
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",12,8050
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",13,8888
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",14,9724
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",15,10105
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",16,10112
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",17,9857
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",18,9368
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",19,9055
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",20,8653
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",21,8434
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",22,8170
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",23,7900
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",24,7740
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",25,7601
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",26,7540
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",27,7471
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",28,7506
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",29,7504
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",30,7558
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",31,7687
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",32,7932
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",33,8297
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",34,8701
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",35,9311
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",36,10030
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",37,10479
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",38,10602
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",39,10469
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",40,10329
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",41,10104
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",42,9891
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",43,9562
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",44,9249
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",45,9022
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",46,8650
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",47,8464
D,DEMAND,HISTORIC,1,NSW1,"2019/08/20 00:00:00",48,8307
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",1,5352
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",2,5195
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",3,5110
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",4,5034
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",5,4972
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",6,4950
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",7,4933
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",8,4967
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",9,5062
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",10,5180
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",11,5430
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",12,5709
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",13,6117
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",14,6451
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",15,6597
D,DEMAND,HISTORIC,1,QLD1,"2019/08/20 00:00:00",16,6452
