C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2019/04/18,02:00:01,0000000306853142,,0000000306853141
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",1,7343
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",2,7230
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",3,6989
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",4,6760
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",5,6501
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",6,6308
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",7,6198
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",8,6135
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",9,6156
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",10,6237
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",11,6479
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",12,6812
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",13,7246
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",14,7581
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",15,7780
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",16,7907
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",17,7902
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",18,7894
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",19,7892
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",20,7793
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",21,7845
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",22,7884
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",23,7861
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",24,7871
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",25,7811
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",26,7850
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",27,7835
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",28,7894
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",29,7996
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",30,8072
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",31,8172
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",32,8325
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",33,8402
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",34,8559
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",35,8694
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",36,8926
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",37,9036
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",38,8924
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",39,8659
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",40,8457
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",41,8325
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",42,8187
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",43,8039
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",44,7885
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",45,7905
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",46,7725
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",47,7687
D,DEMAND,HISTORIC,1,NSW1,"2019/04/17 00:00:00",48,7642
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",1,5640
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",2,5521
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",3,5406
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",4,5340
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",5,5285
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",6,5249
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",7,5257
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",8,5258
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",9,5280
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",10,5356
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",11,5544
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",12,5705
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",13,5976
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",14,6149
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",15,6261
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",16,6235
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",17,6192
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",18,6116
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",19,6001
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",20,5968
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",21,6028
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",22,6007
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",23,5987
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",24,6030
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",25,6027
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",26,5988
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",27,6011
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",28,6044
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",29,6155
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",30,6303
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",31,6466
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",32,6626
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",33,6754
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",34,6906
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",35,7035
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",36,7187
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",37,7260
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",38,7247
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",39,7147
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",40,7070
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",41,6948
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",42,6764
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",43,6632
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",44,6464
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",45,6341
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",46,6217
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",47,6017
D,DEMAND,HISTORIC,1,QLD1,"2019/04/17 00:00:00",48,5794
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",1,1410
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",2,1336
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",3,1251
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",4,1208
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",5,1162
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",6,1143
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",7,1130
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",8,1132
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",9,1095
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",10,1136
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",11,1196
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",12,1246
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",13,1220
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",14,1279
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",15,1283
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",16,1347
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",17,1428
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",18,1473
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",19,1546
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",20,1606
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",21,1584
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",22,1561
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",23,1558
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",24,1472
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",25,1372
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",26,1424
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",27,1447
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",28,1426
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",29,1398
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",30,1385
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",31,1371
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",32,1311
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",33,1359
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",34,1418
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",35,1444
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",36,1450
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",37,1479
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",38,1491
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",39,1452
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",40,1419
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",41,1388
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",42,1367
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",43,1329
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",44,1304
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",45,1269
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",46,1239
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",47,1223
D,DEMAND,HISTORIC,1,SA1,"2019/04/17 00:00:00",48,1392
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",1,855
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",2,875
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",3,865
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",4,868
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",5,867
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",6,861
D,DEMAND,HISTORIC,1,TAS1,"2019/04/17 00:00:00",7,862
