,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,59488.0,35507.25,30.8,1541232.0,1481744.0,127576.171875,92068.921875
1,2018-12-02,52192.0,35087.25,18.9,945755.9999999999,893563.9999999999,129997.0703125,94909.8203125
2,2018-12-03,67558.0,37482.25,13.4,670536.0,602978.0,129997.0703125,92514.8203125
3,2018-12-04,69650.5,38505.25,28.2,1411128.0,1341477.5,129997.0703125,91491.8203125
4,2018-12-05,71196.0,36112.25,31.1,1556244.0,1485048.0,129997.0703125,93884.8203125
5,2018-12-06,87744.75,42148.5,31.3,1566252.0,1478507.25,129997.0703125,87848.5703125
6,2018-12-07,108036.75,44154.5,27.1,1356084.0,1248047.25,129997.0703125,85842.5703125
7,2018-12-08,78173.5,34817.25,11.0,550440.0,472266.5,129997.0703125,95179.8203125
8,2018-12-09,63886.5,35106.25,11.8,590472.0,526585.5,129997.0703125,94890.8203125
9,2018-12-10,71683.25,35008.5,28.5,1426140.0,1354456.75,129997.0703125,94988.5703125
10,2018-12-11,74572.0,36197.0,31.6,1581264.0,1506692.0,129997.0703125,93800.0703125
11,2018-12-12,88685.75,38108.75,29.4,1471176.0,1382490.25,129997.0703125,91888.3203125
12,2018-12-13,74983.0,33977.0,6.0,300240.0,225257.0,129997.0703125,96020.0703125
13,2018-12-14,72020.75,34458.75,13.7,685548.0,613527.25,129997.0703125,95538.3203125
14,2018-12-15,64742.75,34092.0,17.5,875699.9999999999,810957.2499999999,129997.0703125,95905.0703125
15,2018-12-16,61337.25,34355.0,16.3,815652.0,754314.75,129997.0703125,95642.0703125
16,2018-12-17,73727.25,35807.0,23.2,1160928.0,1087200.75,129997.0703125,94190.0703125
17,2018-12-18,73279.5,36667.75,21.1,1055844.0,982564.5,129997.0703125,93329.3203125
18,2018-12-19,78376.5,37413.5,16.6,830664.0000000001,752287.5000000001,129997.0703125,92583.5703125
19,2018-12-20,72069.75,34109.25,14.8,740592.0,668522.25,129997.0703125,95887.8203125
20,2018-12-21,64986.75,32564.0,9.6,480383.99999999994,415397.24999999994,129997.0703125,97433.0703125
21,2018-12-22,56292.25,33088.25,27.8,1391112.0,1334819.75,129997.0703125,96908.8203125
22,2018-12-23,58065.5,34111.0,32.3,1616292.0,1558226.5,129997.0703125,95886.0703125
23,2018-12-24,73597.25,35461.0,32.3,1616292.0,1542694.75,129997.0703125,94536.0703125
24,2018-12-25,61510.0,32162.25,32.2,1611288.0000000002,1549778.0000000002,129997.0703125,97834.8203125
25,2018-12-26,63163.75,35097.0,32.3,1616292.0,1553128.25,129997.0703125,94900.0703125
26,2018-12-27,88045.5,39712.5,29.3,1466172.0,1378126.5,129997.0703125,90284.5703125
27,2018-12-28,90154.5,37913.25,19.1,955763.9999999999,865609.4999999999,129997.0703125,92083.8203125
28,2018-12-29,69175.0,34794.0,5.7,285228.0,216053.0,129997.0703125,95203.0703125
29,2018-12-30,62319.25,33258.5,9.9,495395.99999999994,433076.74999999994,129997.0703125,96738.5703125
30,2018-12-31,64055.75,36111.25,31.3,1566252.0,1502196.25,129997.0703125,93885.8203125
31,2019-01-01,59167.25,35667.0,31.7,1586268.0,1527100.75,129997.0703125,94330.0703125
32,2019-01-02,66389.0,36524.0,26.3,1316052.0,1249663.0,129997.0703125,93473.0703125
33,2019-01-03,75774.75,40479.5,27.6,1381104.0,1305329.25,129997.0703125,89517.5703125
34,2019-01-04,90519.0,36666.25,27.4,1371096.0,1280577.0,129997.0703125,93330.8203125
35,2019-01-05,58231.25,35098.5,12.9,645516.0,587284.75,129997.0703125,94898.5703125
36,2019-01-06,54853.0,35832.0,30.9,1546236.0,1491383.0,129997.0703125,94165.0703125
37,2019-01-07,68967.0,38820.25,30.2,1511208.0,1442241.0,129997.0703125,91176.8203125
38,2019-01-08,71045.0,36865.25,28.9,1446156.0,1375111.0,129997.0703125,93131.8203125
39,2019-01-09,64532.5,37328.25,28.4,1421136.0,1356603.5,129997.0703125,92668.8203125
40,2019-01-10,66590.75,37019.5,25.8,1291032.0,1224441.25,129997.0703125,92977.5703125
41,2019-01-11,76211.0,39818.25,31.5,1576260.0,1500049.0,129997.0703125,90178.8203125
42,2019-01-12,67065.0,34319.75,28.6,1431144.0,1364079.0,129997.0703125,95677.3203125
43,2019-01-13,62870.75,39610.0,31.3,1566252.0,1503381.25,129997.0703125,90387.0703125
44,2019-01-14,99091.75,45414.75,31.1,1556244.0,1457152.25,129997.0703125,84582.3203125
45,2019-01-15,102159.25,44625.5,22.3,1115892.0,1013732.75,129997.0703125,85371.5703125
46,2019-01-16,88343.25,43187.0,17.5,875699.9999999999,787356.7499999999,129997.0703125,86810.0703125
47,2019-01-17,95172.25,45731.0,6.0,300240.0,205067.75,129997.0703125,84266.0703125
48,2019-01-18,87357.0,38324.25,2.6,130103.99999999999,42746.999999999985,127013.07031249999,88688.82031249999
49,2019-01-19,60639.75,35778.75,30.2,1511208.0,1450568.25,129997.0703125,94218.3203125
50,2019-01-20,61987.25,38473.25,29.2,1461168.0,1399180.75,129997.0703125,91523.8203125
51,2019-01-21,85336.5,42198.5,28.2,1411128.0,1325791.5,129997.0703125,87798.5703125
52,2019-01-22,93606.5,41872.0,29.3,1466172.0,1372565.5,129997.0703125,88125.0703125
53,2019-01-23,80408.25,40461.5,27.4,1371096.0,1290687.75,129997.0703125,89535.5703125
54,2019-01-24,103823.5,53268.25,30.0,1501200.0,1397376.5,129997.0703125,76728.8203125
55,2019-01-25,114342.75,42094.5,25.3,1266012.0,1151669.25,129997.0703125,87902.5703125
56,2019-01-26,70790.0,37418.5,27.7,1386108.0,1315318.0,129997.0703125,92578.5703125
57,2019-01-27,58948.5,36086.5,21.1,1055844.0,996895.5,129997.0703125,93910.5703125
58,2019-01-28,70574.75,40153.25,29.4,1471176.0,1400601.25,129997.0703125,89843.8203125
59,2019-01-29,92334.75,42255.25,27.7,1386108.0,1293773.25,129997.0703125,87741.8203125
