,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,59488.0,35507.25,30.8,1712479.9999999998,1652991.9999999998,103367.1875,67859.9375
1,2018-12-02,52192.0,35087.25,18.9,1050840.0,998648.0,121523.92578125,86436.67578125
2,2018-12-03,67558.0,37482.25,13.4,745040.0,677482.0,121523.92578125,84041.67578125
3,2018-12-04,69650.5,38505.25,28.2,1567920.0,1498269.5,121523.92578125,83018.67578125
4,2018-12-05,71196.0,36112.25,31.1,1729159.9999999998,1657963.9999999998,121523.92578125,85411.67578125
5,2018-12-06,87744.75,42148.5,31.3,1740279.9999999998,1652535.2499999998,121523.92578125,79375.42578125
6,2018-12-07,108036.75,44154.5,27.1,1506760.0,1398723.25,121523.92578125,77369.42578125
7,2018-12-08,78173.5,34817.25,11.0,611600.0,533426.5,121523.92578125,86706.67578125
8,2018-12-09,63886.5,35106.25,11.8,656080.0,592193.5,121523.92578125,86417.67578125
9,2018-12-10,71683.25,35008.5,28.5,1584600.0,1512916.75,121523.92578125,86515.42578125
10,2018-12-11,74572.0,36197.0,31.6,1756959.9999999998,1682387.9999999998,121523.92578125,85326.92578125
11,2018-12-12,88685.75,38108.75,29.4,1634640.0,1545954.25,121523.92578125,83415.17578125
12,2018-12-13,74983.0,33977.0,6.0,333600.0,258617.0,121523.92578125,87546.92578125
13,2018-12-14,72020.75,34458.75,13.7,761720.0,689699.25,121523.92578125,87065.17578125
14,2018-12-15,64742.75,34092.0,17.5,972999.9999999999,908257.2499999999,121523.92578125,87431.92578125
15,2018-12-16,61337.25,34355.0,16.3,906279.9999999999,844942.7499999999,121523.92578125,87168.92578125
16,2018-12-17,73727.25,35807.0,23.2,1289920.0,1216192.75,121523.92578125,85716.92578125
17,2018-12-18,73279.5,36667.75,21.1,1173160.0,1099880.5,121523.92578125,84856.17578125
18,2018-12-19,78376.5,37413.5,16.6,922959.9999999999,844583.4999999999,121523.92578125,84110.42578125
19,2018-12-20,72069.75,34109.25,14.8,822880.0,750810.25,121523.92578125,87414.67578125
20,2018-12-21,64986.75,32564.0,9.6,533760.0,468773.25,121523.92578125,88959.92578125
21,2018-12-22,56292.25,33088.25,27.8,1545680.0,1489387.75,121523.92578125,88435.67578125
22,2018-12-23,58065.5,34111.0,32.3,1795879.9999999998,1737814.4999999998,121523.92578125,87412.92578125
23,2018-12-24,73597.25,35461.0,32.3,1795879.9999999998,1722282.7499999998,121523.92578125,86062.92578125
24,2018-12-25,61510.0,32162.25,32.2,1790320.0000000002,1728810.0000000002,121523.92578125,89361.67578125
25,2018-12-26,63163.75,35097.0,32.3,1795879.9999999998,1732716.2499999998,121523.92578125,86426.92578125
26,2018-12-27,88045.5,39712.5,29.3,1629080.0,1541034.5,121523.92578125,81811.42578125
27,2018-12-28,90154.5,37913.25,19.1,1061960.0,971805.5,121523.92578125,83610.67578125
28,2018-12-29,69175.0,34794.0,5.7,316920.0,247745.0,121523.92578125,86729.92578125
29,2018-12-30,62319.25,33258.5,9.9,550440.0,488120.75,121523.92578125,88265.42578125
30,2018-12-31,64055.75,36111.25,31.3,1740279.9999999998,1676224.2499999998,121523.92578125,85412.67578125
31,2019-01-01,59167.25,35667.0,31.7,1762519.9999999998,1703352.7499999998,121523.92578125,85856.92578125
32,2019-01-02,66389.0,36524.0,26.3,1462280.0,1395891.0,121523.92578125,84999.92578125
33,2019-01-03,75774.75,40479.5,27.6,1534560.0,1458785.25,121523.92578125,81044.42578125
34,2019-01-04,90519.0,36666.25,27.4,1523440.0,1432921.0,121523.92578125,84857.67578125
35,2019-01-05,58231.25,35098.5,12.9,717240.0,659008.75,121523.92578125,86425.42578125
36,2019-01-06,54853.0,35832.0,30.9,1718039.9999999998,1663186.9999999998,121523.92578125,85691.92578125
37,2019-01-07,68967.0,38820.25,30.2,1679120.0,1610153.0,121523.92578125,82703.67578125
38,2019-01-08,71045.0,36865.25,28.9,1606840.0,1535795.0,121523.92578125,84658.67578125
39,2019-01-09,64532.5,37328.25,28.4,1579040.0,1514507.5,121523.92578125,84195.67578125
40,2019-01-10,66590.75,37019.5,25.8,1434480.0,1367889.25,121523.92578125,84504.42578125
41,2019-01-11,76211.0,39818.25,31.5,1751399.9999999998,1675188.9999999998,121523.92578125,81705.67578125
42,2019-01-12,67065.0,34319.75,28.6,1590160.0,1523095.0,121523.92578125,87204.17578125
43,2019-01-13,62870.75,39610.0,31.3,1740279.9999999998,1677409.2499999998,121523.92578125,81913.92578125
44,2019-01-14,99091.75,45414.75,31.1,1729159.9999999998,1630068.2499999998,121523.92578125,76109.17578125
45,2019-01-15,102159.25,44625.5,22.3,1239880.0,1137720.75,121523.92578125,76898.42578125
46,2019-01-16,88343.25,43187.0,17.5,972999.9999999999,884656.7499999999,121523.92578125,78336.92578125
47,2019-01-17,95172.25,45731.0,6.0,333600.0,238427.75,121523.92578125,75792.92578125
48,2019-01-18,87357.0,38324.25,2.6,144560.0,57203.0,121523.92578125,83199.67578125
49,2019-01-19,60639.75,35778.75,30.2,1679120.0,1618480.25,121523.92578125,85745.17578125
50,2019-01-20,61987.25,38473.25,29.2,1623520.0,1561532.75,121523.92578125,83050.67578125
51,2019-01-21,85336.5,42198.5,28.2,1567920.0,1482583.5,121523.92578125,79325.42578125
52,2019-01-22,93606.5,41872.0,29.3,1629080.0,1535473.5,121523.92578125,79651.92578125
53,2019-01-23,80408.25,40461.5,27.4,1523440.0,1443031.75,121523.92578125,81062.42578125
54,2019-01-24,103823.5,53268.25,30.0,1668000.0,1564176.5,121523.92578125,68255.67578125
55,2019-01-25,114342.75,42094.5,25.3,1406680.0,1292337.25,121523.92578125,79429.42578125
56,2019-01-26,70790.0,37418.5,27.7,1540120.0,1469330.0,121523.92578125,84105.42578125
57,2019-01-27,58948.5,36086.5,21.1,1173160.0,1114211.5,121523.92578125,85437.42578125
58,2019-01-28,70574.75,40153.25,29.4,1634640.0,1564065.25,121523.92578125,81370.67578125
59,2019-01-29,92334.75,42255.25,27.7,1540120.0,1447785.25,121523.92578125,79268.67578125
60,2019-01-30,92281.0,43002.75,19.9,1106440.0,1014159.0,121523.92578125,78521.17578125
61,2019-01-31,65532.5,38415.0,27.8,1545680.0,1480147.5,121523.92578125,83108.92578125
62,2019-02-01,61913.25,38624.5,28.8,1601280.0,1539366.75,121523.92578125,82899.42578125
63,2019-02-02,77470.0,45189.25,27.5,1529000.0,1451530.0,121523.92578125,76334.67578125
64,2019-02-03,85865.75,42156.75,26.1,1451160.0,1365294.25,121523.92578125,79367.17578125
65,2019-02-04,71120.5,39842.25,9.3,517079.99999999994,445959.49999999994,121523.92578125,81681.67578125
66,2019-02-05,70775.75,46001.5,14.6,811760.0,740984.25,121523.92578125,75522.42578125
67,2019-02-06,88064.25,49037.25,22.8,1267680.0,1179615.75,121523.92578125,72486.67578125
68,2019-02-07,86783.75,47464.75,25.1,1395560.0,1308776.25,121523.92578125,74059.17578125
69,2019-02-08,67932.75,40970.5,21.1,1173160.0,1105227.25,121523.92578125,80553.42578125
70,2019-02-09,52382.5,38951.25,13.6,756160.0,703777.5,121523.92578125,82572.67578125
71,2019-02-10,51676.25,41913.25,23.5,1306600.0,1254923.75,121523.92578125,79610.67578125
72,2019-02-11,66734.5,42540.0,18.6,1034159.9999999999,967425.4999999999,121523.92578125,78983.92578125
73,2019-02-12,62073.25,41498.0,12.4,689440.0,627366.75,121523.92578125,80025.92578125
74,2019-02-13,60615.75,41347.5,23.7,1317720.0,1257104.25,121523.92578125,80176.42578125
75,2019-02-14,61412.75,42432.0,24.2,1345520.0,1284107.25,121523.92578125,79091.92578125
76,2019-02-15,66225.25,42438.5,23.1,1284360.0,1218134.75,121523.92578125,79085.42578125
77,2019-02-16,59898.25,41597.75,24.2,1345520.0,1285621.75,121523.92578125,79926.17578125
78,2019-02-17,61866.25,44400.25,20.0,1112000.0,1050133.75,121523.92578125,77123.67578125
79,2019-02-18,68992.0,42367.0,16.9,939639.9999999999,870647.9999999999,121523.92578125,79156.92578125
80,2019-02-19,63240.0,42355.25,21.4,1189840.0,1126600.0,121523.92578125,79168.67578125
81,2019-02-20,62077.25,42166.5,20.8,1156480.0,1094402.75,121523.92578125,79357.42578125
82,2019-02-21,63175.5,42345.75,16.2,900719.9999999999,837544.4999999999,121523.92578125,79178.17578125
83,2019-02-22,62850.25,41167.75,23.9,1328840.0,1265989.75,121523.92578125,80356.17578125
84,2019-02-23,55389.25,39206.75,24.0,1334400.0,1279010.75,121523.92578125,82317.17578125
85,2019-02-24,61718.5,43803.25,24.6,1367760.0,1306041.5,121523.92578125,77720.67578125
