C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2019/05/24,02:00:01,0000000308249940,,0000000308249939
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",1,7698
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",2,7557
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",3,7353
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",4,7129
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",5,6832
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",6,6608
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",7,6439
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",8,6393
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",9,6409
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",10,6536
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",11,6811
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",12,7123
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",13,7611
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",14,8138
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",15,8411
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",16,8574
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",17,8495
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",18,8298
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",19,8174
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",20,7997
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",21,7929
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",22,7875
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",23,7797
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",24,7732
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",25,7710
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",26,7731
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",27,7731
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",28,7771
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",29,7832
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",30,7933
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",31,8010
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",32,8130
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",33,8338
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",34,8582
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",35,8912
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",36,9285
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",37,9253
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",38,9140
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",39,8932
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",40,8766
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",41,8620
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",42,8507
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",43,8313
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",44,8140
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",45,8159
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",46,8000
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",47,7921
D,DEMAND,HISTORIC,1,NSW1,"2019/05/23 00:00:00",48,7818
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",1,5555
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",2,5410
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",3,5300
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",4,5260
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",5,5210
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",6,5196
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",7,5159
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",8,5152
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",9,5216
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",10,5321
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",11,5525
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",12,5756
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",13,6097
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",14,6372
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",15,6605
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",16,6513
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",17,6370
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",18,6200
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",19,6072
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",20,5889
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",21,5796
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",22,5806
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",23,5862
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",24,5816
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",25,5779
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",26,5767
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",27,5832
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",28,5931
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",29,6055
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",30,6132
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",31,6262
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",32,6502
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",33,6670
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",34,6877
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",35,7082
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",36,7290
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",37,7272
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",38,7230
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",39,7114
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",40,7041
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",41,6963
D,DEMAND,HISTORIC,1,QLD1,"2019/05/23 00:00:00",42,6774
