C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2018/12/29,02:00:00,0000000302696683,,0000000302696682
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",1,7373
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",2,7118
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",3,6823
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",4,6611
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",5,6468
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",6,6371
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",7,6320
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",8,6323
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",9,6429
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",10,6494
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",11,6692
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",12,6927
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",13,7181
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",14,7450
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",15,7725
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",16,7928
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",17,8172
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",18,8398
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",19,8655
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",20,8901
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",21,9122
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",22,9322
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",23,9492
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",24,9716
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",25,9940
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",26,10142
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",27,10335
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",28,10538
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",29,10695
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",30,10899
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",31,11101
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",32,11286
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",33,11351
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",34,11384
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",35,11213
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",36,11055
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",37,10798
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",38,10429
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",39,10216
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",40,10095
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",41,9817
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",42,9495
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",43,9292
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",44,8973
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",45,8698
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",46,8397
D,DEMAND,HISTORIC,1,NSW1,"2018/12/28 00:00:00",47,8084
