C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2019/11/14,02:00:01,0000000315242427,,0000000315242426
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",1,6881
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",2,6731
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",3,6446
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",4,6257
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",5,6103
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",6,6030
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",7,6042
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",8,6108
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",9,6345
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",10,6531
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",11,6887
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",12,7270
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",13,7470
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",14,7550
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",15,7483
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",16,7329
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",17,7221
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",18,7084
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",19,6999
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",20,6926
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",21,6838
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",22,6766
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",23,6737
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",24,6675
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",25,6666
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",26,6679
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",27,6708
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",28,6806
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",29,6886
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",30,7094
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",31,7281
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",32,7483
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",33,7695
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",34,7947
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",35,8018
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",36,8089
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",37,8067
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",38,8143
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",39,8151
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",40,8043
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",41,7850
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",42,7639
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",43,7530
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",44,7472
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",45,7396
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",46,7297
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",47,7180
D,DEMAND,HISTORIC,1,NSW1,"2019/11/13 00:00:00",48,7073
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",1,5818
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",2,5689
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",3,5557
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",4,5466
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",5,5443
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",6,5380
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",7,5373
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",8,5377
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",9,5410
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",10,5485
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",11,5587
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",12,5677
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",13,5876
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",14,6036
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",15,6182
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",16,6155
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",17,6099
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",18,6024
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",19,6011
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",20,6021
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",21,6077
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",22,6166
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",23,6251
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",24,6342
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",25,6401
D,DEMAND,HISTORIC,1,QLD1,"2019/11/13 00:00:00",26,6480
