,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,1024151.9999999999,937284.4999999999,187405.33618164062,119167.33618164062
1,2018-12-02,92708.75,71809.5,28.4,947423.9999999999,854715.2499999999,191036.04461669922,119226.54461669922
2,2018-12-03,96971.75,63622.25,28.0,934079.9999999999,837108.2499999999,191036.04461669922,127413.79461669922
3,2018-12-04,98099.5,60531.0,17.5,583800.0,485700.5,191036.04461669922,130505.04461669922
4,2018-12-05,90492.25,58917.25,19.2,640512.0,550019.75,191036.04461669922,132118.79461669922
5,2018-12-06,86169.25,58052.25,23.1,770616.0,684446.75,191036.04461669922,132983.79461669922
6,2018-12-07,86568.0,56718.5,13.4,447023.99999999994,360455.99999999994,191036.04461669922,134317.54461669922
7,2018-12-08,80473.0,56425.75,12.5,417000.0,336527.0,191036.04461669922,134610.29461669922
8,2018-12-09,77873.0,56749.75,22.0,733920.0,656047.0,191036.04461669922,134286.29461669922
9,2018-12-10,90045.5,59963.75,28.9,964103.9999999999,874058.4999999999,191036.04461669922,131072.29461669922
10,2018-12-11,91503.25,61133.0,26.9,897383.9999999999,805880.7499999999,191036.04461669922,129903.04461669922
11,2018-12-12,91400.0,61864.0,30.3,1010807.9999999999,919407.9999999999,191036.04461669922,129172.04461669922
12,2018-12-13,92642.0,62083.0,25.6,854016.0,761374.0,191036.04461669922,128953.04461669922
13,2018-12-14,97003.5,62790.25,21.7,723912.0,626908.5,191036.04461669922,128245.79461669922
14,2018-12-15,89952.25,61096.75,23.9,797304.0,707351.75,191036.04461669922,129939.29461669922
15,2018-12-16,87906.5,58551.25,0.5,16680.0,-71226.5,58712.79461669922,161.54461669921875
16,2018-12-17,94128.0,62123.25,18.8,627168.0,533040.0,191036.04461669922,128912.79461669922
17,2018-12-18,95329.5,64158.5,22.1,737256.0,641926.5,191036.04461669922,126877.54461669922
18,2018-12-19,98136.25,64608.75,27.0,900719.9999999999,802583.7499999999,191036.04461669922,126427.29461669922
19,2018-12-20,100899.0,67143.5,31.2,1040831.9999999999,939932.9999999999,191036.04461669922,123892.54461669922
20,2018-12-21,106394.25,65788.0,29.8,994127.9999999999,887733.7499999999,191036.04461669922,125248.04461669922
21,2018-12-22,94985.0,59747.25,20.9,697224.0,602239.0,191036.04461669922,131288.79461669922
22,2018-12-23,77794.25,57811.25,28.1,937415.9999999999,859621.7499999999,191036.04461669922,133224.79461669922
