,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,477937.6,391070.1,199658.97714996338,131420.97714996338
1,2018-12-02,92708.75,71809.5,28.4,442131.19999999995,349422.44999999995,199772.43678855896,127962.93678855896
2,2018-12-03,96971.75,63622.25,28.0,435903.99999999994,338932.24999999994,199772.43678855896,136150.18678855896
3,2018-12-04,98099.5,60531.0,17.5,272440.0,174340.5,199772.43678855896,139241.43678855896
4,2018-12-05,90492.25,58917.25,19.2,298905.6,208413.34999999998,199772.43678855896,140855.18678855896
5,2018-12-06,86169.25,58052.25,23.1,359620.80000000005,273451.55000000005,199772.43678855896,141720.18678855896
6,2018-12-07,86568.0,56718.5,13.4,208611.2,122043.20000000001,199772.43678855896,143053.93678855896
7,2018-12-08,80473.0,56425.75,12.5,194600.0,114127.0,199772.43678855896,143346.68678855896
8,2018-12-09,77873.0,56749.75,22.0,342496.0,264623.0,199772.43678855896,143022.68678855896
9,2018-12-10,90045.5,59963.75,28.9,449915.19999999995,359869.69999999995,199772.43678855896,139808.68678855896
10,2018-12-11,91503.25,61133.0,26.9,418779.19999999995,327275.94999999995,199772.43678855896,138639.43678855896
11,2018-12-12,91400.0,61864.0,30.3,471710.4,380310.4,199772.43678855896,137908.43678855896
12,2018-12-13,92642.0,62083.0,25.6,398540.80000000005,305898.80000000005,199772.43678855896,137689.43678855896
13,2018-12-14,97003.5,62790.25,21.7,337825.6,240822.09999999998,199772.43678855896,136982.18678855896
14,2018-12-15,89952.25,61096.75,23.9,372075.19999999995,282122.94999999995,199772.43678855896,138675.68678855896
15,2018-12-16,87906.5,58551.25,0.5,7783.999999999999,-80122.5,58553.18678855896,1.936788558959961
16,2018-12-17,94128.0,62123.25,18.8,292678.39999999997,198550.39999999997,198552.33678855893,136429.08678855893
17,2018-12-18,95329.5,64158.5,22.1,344052.80000000005,248723.30000000005,199772.43678855896,135613.93678855896
18,2018-12-19,98136.25,64608.75,27.0,420336.0,322199.75,199772.43678855896,135163.68678855896
19,2018-12-20,100899.0,67143.5,31.2,485721.6,384822.6,199772.43678855896,132628.93678855896
20,2018-12-21,106394.25,65788.0,29.8,463926.4,357532.15,199772.43678855896,133984.43678855896
21,2018-12-22,94985.0,59747.25,20.9,325371.19999999995,230386.19999999995,199772.43678855896,140025.18678855896
22,2018-12-23,77794.25,57811.25,28.1,437460.80000000005,359666.55000000005,199772.43678855896,141961.18678855896
23,2018-12-24,80218.0,53704.25,25.7,400097.6,319879.6,199772.43678855896,146068.18678855896
24,2018-12-25,69640.25,51908.0,26.4,410995.19999999995,341354.94999999995,199772.43678855896,147864.43678855896
25,2018-12-26,71656.25,55788.75,29.5,459255.99999999994,387599.74999999994,199772.43678855896,143983.68678855896
26,2018-12-27,81049.75,58629.5,29.7,462369.6,381319.85,199772.43678855896,141142.93678855896
27,2018-12-28,83314.25,58633.0,28.6,445244.80000000005,361930.55000000005,199772.43678855896,141139.43678855896
28,2018-12-29,80233.5,59632.75,29.8,463926.4,383692.9,199772.43678855896,140139.68678855896
29,2018-12-30,82141.0,59751.0,27.9,434347.19999999995,352206.19999999995,199772.43678855896,140021.43678855896
30,2018-12-31,86378.75,59647.5,28.4,442131.19999999995,355752.44999999995,199772.43678855896,140124.93678855896
31,2019-01-01,81552.25,59093.75,30.3,471710.4,390158.15,199772.43678855896,140678.68678855896
32,2019-01-02,89217.25,61073.25,28.3,440574.4,351357.15,199772.43678855896,138699.18678855896
33,2019-01-03,90541.75,62844.5,18.8,292678.39999999997,202136.64999999997,199772.43678855896,136927.93678855896
34,2019-01-04,90777.5,62004.25,28.9,449915.19999999995,359137.69999999995,199772.43678855896,137768.18678855896
35,2019-01-05,86080.0,61238.0,26.4,410995.19999999995,324915.19999999995,199772.43678855896,138534.43678855896
36,2019-01-06,85484.0,61776.25,24.7,384529.6,299045.6,199772.43678855896,137996.18678855896
37,2019-01-07,95019.75,61487.0,13.6,211724.8,116705.04999999999,199772.43678855896,138285.43678855896
38,2019-01-08,89575.0,64452.0,16.7,259985.59999999998,170410.59999999998,199772.43678855896,135320.43678855896
